PartnerUniProtID,Publications
Q92538,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q92624,imex:IM-25472|pubmed:32296183
Q92817,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
Q965W3,pubmed:19123269
Q969Q1,doi:10.1242/jcs.233395|imex:IM-25805|pubmed:31391242
Q96A25,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96BA8,imex:IM-25472|pubmed:32296183
Q96CE8,imex:IM-25472|pubmed:32296183
Q96EP1,imex:IM-16517|mint:MINT-5217955|pubmed:16169070
Q96F86,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96FT7,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96GP6,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96GQ5,imex:IM-25472|pubmed:32296183
Q96GX1,imex:IM-24512|pubmed:26638075
Q96IX5,imex:IM-24272|pubmed:26496610
Q96JB1,doi:10.1074/mcp.ra118.000924|imex:IM-26653|pubmed:30021884
Q96KA5-2,imex:IM-24272|pubmed:26496610
Q96L11,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96LR4,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q96QK1,imex:IM-29195|pubmed:24980502
Q96S06,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
Q99576-1,imex:IM-30146|pubmed:37316325
Q99576-5,imex:IM-30146|pubmed:37316325
Q99583,doi:10.1074/mcp.ra118.000924|imex:IM-26653|pubmed:30021884
Q99675,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q99943,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9BQE3,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9BQE5,imex:IM-25472|pubmed:32296183
Q9BRK0,imex:IM-25472|pubmed:32296183
Q9BSF4,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q9BUV0,imex:IM-24272|pubmed:26496610
Q9BV94,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9BW72,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9BWM7,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9BXW4,imex:IM-29390|pubmed:33436498
Q9BY76,imex:IM-15743|pubmed:21397862
Q9BYF1,imex:IM-27860|pubmed:22523556
Q9BYM8,imex:IM-24272|pubmed:26496610
Q9BYR7,imex:IM-25472|pubmed:32296183
Q9BYV2,doi:10.1242/jcs.233395|imex:IM-25805|pubmed:31391242
Q9BYV6,doi:10.1242/jcs.233395|imex:IM-25805|pubmed:31391242
Q9BZ11,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
Q9BZ76,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9C0K3,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q9DBC7,pubmed:15102471
Q9DC28,imex:IM-24272|pubmed:26496610
Q9DCX1,imex:IM-24272|pubmed:26496610
Q9EQL9,imex:IM-16896|pubmed:21947080
Q9GZQ8,imex:IM-29390|pubmed:33436498
Q9GZR5,imex:IM-25472|pubmed:32296183
Q9GZW8,imex:IM-25472|pubmed:32296183
Q9H0F6,imex:IM-16896|pubmed:21947080
Q9H0V9,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9H0V9-2,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q9H2K0,imex:IM-25472|pubmed:32296183
Q9H2R5,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9H300,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9H492,imex:IM-29390|pubmed:33436498
