PartnerUniProtID,Publications
Q9UN42-2,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q9UPQ0,imex:IM-24272|pubmed:26496610
Q9UQ74,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
Q9VAK0,imex:IM-16527|pubmed:25294943
Q9VGQ1,imex:IM-16527|pubmed:25294943
Q9VIT3,imex:IM-16527|pubmed:25294943
Q9VMI0,imex:IM-16527|pubmed:25294943
Q9VYC7,imex:IM-16527|pubmed:25294943
Q9VZT7,imex:IM-16527|pubmed:25294943
Q9Y241,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y275,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
Q9Y2A9,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y2U8,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y394,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y4I1,imex:IM-24272|pubmed:26496610
Q9Y5C1,pubmed:11877390
Q9Y5E2,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y5F3,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y5G8,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y5G8-2,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q9Y5H3,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y5Q6,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y5Y6,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y608-4,imex:IM-24272|pubmed:26496610
Q9Y6D5,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y6D6,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
