# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0C0W1	uniprotkb:Q06287	uniprotkb:P04648|uniprotkb:D6VW01|intact:EBI-16090|uniprotkb:P0C0W1	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:rs22a_yeast(display_short)|psi-mi:Small ribosomal subunit protein uS8A(display_long)|uniprotkb:RPS22A(gene name)|uniprotkb:40S ribosomal protein S22-A(gene name synonym)|uniprotkb:YP58(gene name synonym)|uniprotkb:RP50(gene name synonym)|uniprotkb:YS22(gene name synonym)|uniprotkb:S24(gene name synonym)|uniprotkb:J0355(orf name)|uniprotkb:YJL190C(locus name)|uniprotkb:RPS24A(gene name synonym)|uniprotkb:RPS24(gene name synonym)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-54416179|imex:IM-29986-2581	intact-miscore:0.35
uniprotkb:Q92979	uniprotkb:Q07666	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	uniprotkb:Q6PJX7|uniprotkb:Q8NB97|uniprotkb:Q99760|ensembl:ENSP00000313829.7|uniprotkb:D3DPP3|intact:EBI-1364|uniprotkb:Q07666	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:khdr1_human(display_short)|psi-mi:KH domain-containing, RNA-binding, signal transduction-associated protein 1(display_long)|uniprotkb:KHDRBS1(gene name)|uniprotkb:p68(gene name synonym)|uniprotkb:GAP-associated tyrosine phosphoprotein p62(gene name synonym)|uniprotkb:p21 Ras GTPase-activating protein-associated p62(gene name synonym)|uniprotkb:Src-associated in mitosis 68 kDa protein(gene name synonym)|uniprotkb:SAM68(gene name synonym)	psi-mi:"MI:0398"(two hybrid pooling approach)	Stelzl U. et al.(2005)	intact:EBI-1991041|mint:MINT-5217955|pubmed:16169070|imex:IM-16517	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-734066|imex:IM-16517-1869	intact-miscore:0.37|author-based confidence:LacZ4
uniprotkb:P06748	uniprotkb:Q92979	uniprotkb:P08693|uniprotkb:Q12826|uniprotkb:Q13440|uniprotkb:Q13441|uniprotkb:Q14115|uniprotkb:Q5EU94|uniprotkb:Q5EU95|uniprotkb:Q5EU96|uniprotkb:Q5EU97|uniprotkb:Q5EU98|uniprotkb:Q5EU99|uniprotkb:Q6V962|uniprotkb:Q8WTW5|uniprotkb:Q96AT6|uniprotkb:Q96DC4|uniprotkb:Q96EA5|uniprotkb:A8K3N7|uniprotkb:B5BU00|uniprotkb:Q9UDJ7|uniprotkb:D3DQL6|uniprotkb:Q9BYG9|ensembl:ENSP00000296930.5|ensembl:ENSP00000428755.1|intact:EBI-78579|uniprotkb:P06748	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:npm_human(display_short)|psi-mi:Nucleophosmin(display_long)|uniprotkb:NPM1(gene name)|uniprotkb:Nucleolar protein NO38(gene name synonym)|uniprotkb:Numatrin(gene name synonym)|uniprotkb:Nucleolar phosphoprotein B23(gene name synonym)|uniprotkb:NPM(gene name synonym)|IntAct:NPM1(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hein MY. et al.(2015)	intact:EBI-10888342|pride:PXD002829|pride:PXD002815|doi:10.1016/j.cell.2015.09.053|pubmed:26496610|imex:IM-24272	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-11145880|imex:IM-24272-1200	intact-miscore:0.35
uniprotkb:Q92979	uniprotkb:Q99436	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	uniprotkb:Q96AG8|uniprotkb:Q9BWA7|uniprotkb:Q5TBG6|uniprotkb:B4E0P1|ensembl:ENSP00000259457.3|intact:EBI-603319|uniprotkb:Q99436	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:psb7_human(display_short)|psi-mi:Proteasome subunit beta type-7(display_long)|uniprotkb:PSMB7(gene name)|uniprotkb:Proteasome subunit beta-2(gene name synonym)|uniprotkb:Z(gene name synonym)|uniprotkb:Multicatalytic endopeptidase complex chain Z(gene name synonym)|uniprotkb:Macropain chain Z(gene name synonym)|uniprotkb:Proteasome subunit Z(gene name synonym)	psi-mi:"MI:0398"(two hybrid pooling approach)	Stelzl U. et al.(2005)	intact:EBI-1991041|mint:MINT-5217955|pubmed:16169070|imex:IM-16517	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-736397|imex:IM-16517-2637	intact-miscore:0.37|author-based confidence:SD4
uniprotkb:Q52GZ4	uniprotkb:Q8GT75	uniprotkb:Q52GZ4|intact:EBI-1791646	uniprotkb:Q8GT75|intact:EBI-1791659|uniprotkb:Q9SZT2|uniprotkb:Q8GXV3	psi-mi:q52gz4_spiol(display_short)|psi-mi:DNA-directed RNA polymerase(display_long)|uniprotkb:rpoT2(gene name)	psi-mi:nip1_arath(display_short)|psi-mi:NEP1-interacting protein 1(display_long)|uniprotkb:NIP1(gene name)|uniprotkb:RING-H2 finger protein ATL26(gene name synonym)|uniprotkb:At4g35840(locus name)|uniprotkb:F4B14.110(orf name)|uniprotkb:ATL26(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Azevedo J. et al.(2008)	intact:EBI-15710767|doi:10.1073/pnas.0800909105|pubmed:18567673|imex:IM-9383	taxid:3562(spiol)|taxid:3562("Spinacia oleracea (Spinach)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15710786|dip:DIP-68249E|imex:IM-9383-4	intact-miscore:0.41
uniprotkb:Q52GZ4	uniprotkb:Q8GT74	uniprotkb:Q52GZ4|intact:EBI-1791646	uniprotkb:Q8GT74|intact:EBI-1791674|uniprotkb:Q8GWW3	psi-mi:q52gz4_spiol(display_short)|psi-mi:DNA-directed RNA polymerase(display_long)|uniprotkb:rpoT2(gene name)	psi-mi:nip2_arath(display_short)|psi-mi:NEP1-interacting protein 2(display_long)|uniprotkb:NIP2(gene name)|uniprotkb:RING-H2 finger protein ATL25(gene name synonym)|uniprotkb:At2g17730(locus name)|uniprotkb:T17A5.9(orf name)|uniprotkb:ATL25(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Azevedo J. et al.(2008)	intact:EBI-15710767|doi:10.1073/pnas.0800909105|pubmed:18567673|imex:IM-9383	taxid:3562(spiol)|taxid:3562("Spinacia oleracea (Spinach)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15710822|dip:DIP-68250E|imex:IM-9383-3	intact-miscore:0.41
uniprotkb:Q8GT75	uniprotkb:A8E124	uniprotkb:Q8GT75|intact:EBI-1791659|uniprotkb:Q9SZT2|uniprotkb:Q8GXV3	uniprotkb:A8E124|intact:EBI-1791704	psi-mi:nip1_arath(display_short)|psi-mi:NEP1-interacting protein 1(display_long)|uniprotkb:NIP1(gene name)|uniprotkb:RING-H2 finger protein ATL26(gene name synonym)|uniprotkb:At4g35840(locus name)|uniprotkb:F4B14.110(orf name)|uniprotkb:ATL26(gene name synonym)	psi-mi:a8e124_spiol(display_short)|uniprotkb:nip(gene name)|uniprotkb:LOC110776784(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Azevedo J. et al.(2008)	intact:EBI-15710767|doi:10.1073/pnas.0800909105|pubmed:18567673|imex:IM-9383	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	taxid:3562(spiol)|taxid:3562("Spinacia oleracea (Spinach)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15710841|dip:DIP-68251E|imex:IM-9383-2	intact-miscore:0.41
uniprotkb:P02751	uniprotkb:Q92979	uniprotkb:Q7Z391|uniprotkb:O95609|uniprotkb:O95610|uniprotkb:Q14312|uniprotkb:Q14325|uniprotkb:Q14326|uniprotkb:Q17RV7|uniprotkb:Q585T2|uniprotkb:Q59EH1|uniprotkb:Q60FE4|uniprotkb:Q68DP8|uniprotkb:Q68DP9|uniprotkb:Q68DT4|uniprotkb:Q6LDP6|uniprotkb:Q6MZU5|uniprotkb:Q6N025|uniprotkb:Q6N0A6|uniprotkb:Q86T27|uniprotkb:Q8IVI8|uniprotkb:Q96KP7|uniprotkb:Q96KP8|uniprotkb:Q96KP9|uniprotkb:Q9H1B8|uniprotkb:Q9HAP3|uniprotkb:Q9UMK2|uniprotkb:Q6MZS0|uniprotkb:B7ZLF0|uniprotkb:E9PE77|uniprotkb:E9PG29|uniprotkb:Q564H7|uniprotkb:Q53S27|ensembl:ENSP00000346839.4|intact:EBI-1220319|uniprotkb:P02751	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:finc_human(display_short)|psi-mi:Fibronectin(display_long)|uniprotkb:FN1(gene name)|uniprotkb:Cold-insoluble globulin(gene name synonym)|uniprotkb:FN(gene name synonym)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0030"(cross-linking study)	Humphries J.D. et al.(2009)	intact:EBI-6285913|pubmed:19738201|imex:IM-14135	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6285956|pride:9985|pride:9987|pride:9986|imex:IM-14135-1	intact-miscore:0.35
uniprotkb:Q8LBA0	uniprotkb:Q84WP6	uniprotkb:Q8LBA0|intact:EBI-15206640|uniprotkb:Q9CA72|uniprotkb:Q94A26|uniprotkb:Q4TU31	uniprotkb:O81033|uniprotkb:Q5M735|intact:EBI-15195919|uniprotkb:Q84WP6	psi-mi:nipl2_arath(display_short)|psi-mi:NEP1-interacting protein-like 2(display_long)|uniprotkb:ATL24(gene name)|uniprotkb:At1g74410(locus name)|uniprotkb:F1M20.9(orf name)|uniprotkb:RING-H2 finger protein ATL24(gene name synonym)	psi-mi:nac43_arath(display_short)|psi-mi:NAC domain-containing protein 43(display_long)|uniprotkb:EMB2301(gene name synonym)|uniprotkb:NST1(gene name synonym)|uniprotkb:Protein EMBRYO DEFECTIVE 2301(gene name synonym)|uniprotkb:Protein NAC SECONDARY WALL THICKENING PROMOTING FACTOR 1(gene name synonym)|uniprotkb:F19D11.5(orf name)|uniprotkb:At2g46770(locus name)|uniprotkb:NAC043(gene name)	psi-mi:"MI:2277"(Cr-two hybrid)	Trigg SA et al.(2017)	intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-15364244|imex:IM-25740-2351	intact-miscore:0.37
uniprotkb:Q9XX15	uniprotkb:Q9N415	uniprotkb:Q9XX15|intact:EBI-6538212	intact:EBI-6538150|uniprotkb:Q9N415	psi-mi:nep1_caeel(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase nep-1(display_long)|uniprotkb:emg-1(gene name)|uniprotkb:Y39A1A.14(orf name)|uniprotkb:Ribosome biogenesis protein nep-1(gene name synonym)|uniprotkb:EMG1 N1-specific pseudouridine methyltransferase(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine-N1)-methyltransferase"(gene name synonym)|IntAct:Y39A1A.14(author assigned name)	psi-mi:q9n415_caeel(display_short)|uniprotkb:tag-168(gene name synonym)|uniprotkb:CELE_Y39A3CL.2(orf name)|uniprotkb:Y39A3CL.2(orf name)|uniprotkb:rimb-1(gene name)|IntAct:Y39A3CL.2(author assigned name)|IntAct:wS62(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Xin X. et al.(2013)	intact:EBI-6511888|pubmed:23549480|imex:IM-18681	taxid:6239(caeel)|taxid:6239(Caenorhabditis elegans)	taxid:6239(caeel)|taxid:6239(Caenorhabditis elegans)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6538214|imex:IM-18681-498	intact-miscore:0.37
uniprotkb:P03372	uniprotkb:Q92979	uniprotkb:Q6MZQ9|uniprotkb:Q13511|uniprotkb:Q14276|uniprotkb:Q9NU51|uniprotkb:Q9UDZ7|uniprotkb:Q9UIS7|intact:EBI-28988800|uniprotkb:Q5T5H7|ensembl:ENSP00000206249.3|ensembl:ENSP00000342630.5|ensembl:ENSP00000387500.1|ensembl:ENSP00000405330.1|intact:EBI-78473|uniprotkb:P03372	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:esr1_human(display_short)|psi-mi:Estrogen receptor(display_long)|uniprotkb:ESR1(gene name)|uniprotkb:Nuclear receptor subfamily 3 group A member 1(gene name synonym)|uniprotkb:ER-alpha(gene name synonym)|uniprotkb:Estradiol receptor(gene name synonym)|uniprotkb:NR3A1(gene name synonym)|uniprotkb:ESR(gene name synonym)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Nassa G. et al.(2019)	intact:EBI-21301067|pubmed:31527615|imex:IM-26954	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-21302175|imex:IM-26954-3	intact-miscore:0.35
uniprotkb:P03372	uniprotkb:Q92979	uniprotkb:Q6MZQ9|uniprotkb:Q13511|uniprotkb:Q14276|uniprotkb:Q9NU51|uniprotkb:Q9UDZ7|uniprotkb:Q9UIS7|intact:EBI-28988800|uniprotkb:Q5T5H7|ensembl:ENSP00000206249.3|ensembl:ENSP00000342630.5|ensembl:ENSP00000387500.1|ensembl:ENSP00000405330.1|intact:EBI-78473|uniprotkb:P03372	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:esr1_human(display_short)|psi-mi:Estrogen receptor(display_long)|uniprotkb:ESR1(gene name)|uniprotkb:Nuclear receptor subfamily 3 group A member 1(gene name synonym)|uniprotkb:ER-alpha(gene name synonym)|uniprotkb:Estradiol receptor(gene name synonym)|uniprotkb:NR3A1(gene name synonym)|uniprotkb:ESR(gene name synonym)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Nassa G. et al.(2019)	intact:EBI-21301067|pubmed:31527615|imex:IM-26954	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-21301141|imex:IM-26954-1	intact-miscore:0.35
uniprotkb:P68431	uniprotkb:Q92979	intact:EBI-1560041|uniprotkb:A0PJT7|uniprotkb:P02295|uniprotkb:P02296|uniprotkb:P16106|uniprotkb:Q6ISV8|uniprotkb:Q6NWP8|uniprotkb:Q6NWP9|uniprotkb:Q6NXU4|uniprotkb:Q71DJ3|uniprotkb:Q93081|uniprotkb:A5PLR1|ensembl:ENSP00000352252.3|ensembl:ENSP00000358160.2|ensembl:ENSP00000366999.2|ensembl:ENSP00000480826.2|ensembl:ENSP00000482271.1|ensembl:ENSP00000483283.2|ensembl:ENSP00000484095.2|ensembl:ENSP00000484638.1|ensembl:ENSP00000484658.2|ensembl:ENSP00000484841.2|ensembl:ENSP00000489282.1|ensembl:ENSP00000509120.1|ensembl:ENSP00000520711.1|intact:EBI-79722|uniprotkb:P68431	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:h31_human(display_short)|psi-mi:Histone H3.1(display_long)|uniprotkb:H3C1(gene name)|uniprotkb:HIST1H3J(gene name synonym)|uniprotkb:H3C12(gene name)|uniprotkb:HIST1H3I(gene name synonym)|uniprotkb:H3C11(gene name)|uniprotkb:HIST1H3H(gene name synonym)|uniprotkb:H3C10(gene name)|uniprotkb:HIST1H3G(gene name synonym)|uniprotkb:H3C8(gene name)|uniprotkb:HIST1H3F(gene name synonym)|uniprotkb:H3C7(gene name)|uniprotkb:HIST1H3E(gene name synonym)|uniprotkb:H3C6(gene name)|uniprotkb:HIST1H3D(gene name synonym)|uniprotkb:H3C4(gene name)|uniprotkb:H3FC HIST1H3C(gene name synonym)|uniprotkb:H3C3(gene name)|uniprotkb:HIST1H3B(gene name synonym)|uniprotkb:H3C2(gene name)|uniprotkb:HIST1H3A(gene name synonym)|uniprotkb:Histone H3/l(gene name synonym)|uniprotkb:Histone H3/k(gene name synonym)|uniprotkb:Histone H3/j(gene name synonym)|uniprotkb:Histone H3/i(gene name synonym)|uniprotkb:Histone H3/h(gene name synonym)|uniprotkb:Histone H3/f(gene name synonym)|uniprotkb:Histone H3/d(gene name synonym)|uniprotkb:Histone H3/c(gene name synonym)|uniprotkb:Histone H3/b(gene name synonym)|uniprotkb:Histone H3/a(gene name synonym)|uniprotkb:H3FB(gene name synonym)|uniprotkb:H3FJ(gene name synonym)|uniprotkb:H3FF(gene name synonym)|uniprotkb:H3FK(gene name synonym)|uniprotkb:H3FH(gene name synonym)|uniprotkb:H3FI(gene name synonym)|uniprotkb:H3FD(gene name synonym)|uniprotkb:H3FL(gene name synonym)|uniprotkb:H3FA(gene name synonym)|IntAct:H31(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|IntAct:EMG1(author assigned name)	psi-mi:"MI:1314"(proximity-dependent biotin identification)	Liu X. et al.(2018)	intact:EBI-16764398|pubmed:29568061|imex:IM-26301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:2364"(proximity)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-16794028|imex:IM-26301-47	intact-miscore:0.27
uniprotkb:Q9V429	uniprotkb:Q9W436	uniprotkb:A4V0H9|uniprotkb:Q95SW4|uniprotkb:D3DMZ9|intact:EBI-264634|intact:EBI-264619|uniprotkb:Q9V429	uniprotkb:Q9W436|intact:EBI-141615	psi-mi:thio2_drome(display_short)|psi-mi:Thioredoxin-2(display_long)|uniprotkb:CG31884(orf name)|uniprotkb:TRX2(gene name)	psi-mi:nep_drome(display_short)|psi-mi:Neprilysin-1(display_long)|uniprotkb:Nep1(gene name)|uniprotkb:CG5905(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Bhat G. et al.(2024)	intact:EBI-55567111|pubmed:38944040|imex:IM-30112	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-58890083|imex:IM-30112-2125	intact-miscore:0.4
intact:EBI-87512	uniprotkb:Q9W436	-	uniprotkb:Q9W436|intact:EBI-141615	psi-mi:q9vi89_drome(display_short)|uniprotkb:CG10032(orf name)|uniprotkb:Dmel_CG10032(orf name)|uniprotkb:CR10032(orf name)	psi-mi:nep_drome(display_short)|psi-mi:Neprilysin-1(display_long)|uniprotkb:Nep1(gene name)|uniprotkb:CG5905(orf name)	psi-mi:"MI:0018"(two hybrid)	Giot L. et al.(2003)	intact:EBI-1991975|mint:MINT-5216804|pubmed:14605208|imex:IM-16524	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-197124|imex:IM-16524-105	intact-miscore:0.37|author-based confidence:low|author-based confidence:0.30
uniprotkb:Q9VFP5	uniprotkb:Q9W436	intact:EBI-169833|uniprotkb:Q9VFP5	uniprotkb:Q9W436|intact:EBI-141615	psi-mi:q9vfp5_drome(display_short)|uniprotkb:Dmel\CG9925(gene name synonym)|uniprotkb:kots(gene name synonym)|uniprotkb:CG9925(orf name)|uniprotkb:Dmel_CG9925(orf name)|uniprotkb:Kots(gene name)	psi-mi:nep_drome(display_short)|psi-mi:Neprilysin-1(display_long)|uniprotkb:Nep1(gene name)|uniprotkb:CG5905(orf name)	psi-mi:"MI:0018"(two hybrid)	Giot L. et al.(2003)	intact:EBI-1991975|mint:MINT-5216804|pubmed:14605208|imex:IM-16524	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-279511|imex:IM-16524-19119	intact-miscore:0.37|author-based confidence:low|author-based confidence:0.46
