# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q99207	uniprotkb:Q06287	uniprotkb:D6VRK0|intact:EBI-35157|uniprotkb:Q99207	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:nop14_yeast(display_short)|psi-mi:Nucleolar complex protein 14(display_long)|uniprotkb:NOP14(gene name)|uniprotkb:U three protein 2(gene name synonym)|uniprotkb:U3 small nucleolar RNA-associated protein 2(gene name synonym)|uniprotkb:D1566(orf name)|uniprotkb:YDL148C(locus name)|uniprotkb:UTP2(gene name synonym)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Grandi P. et al.(2002)	intact:EBI-1992171|pubmed:12150911	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-620721	intact-miscore:0.83
intact:EBI-10247271	uniprotkb:Q92979	-	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:fam74_human(display_short)|psi-mi:Protein FAM74A4/A6(display_long)|uniprotkb:FAM74A2(gene name synonym)|uniprotkb:FAM74A6(gene name)|uniprotkb:FAM74A4(gene name)|IntAct:"CCSB ORF ID: 53201"(author assigned name)|IntAct:FAM74A4(author assigned name)|IntAct:"CCSB ORF ID: 56432"(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|IntAct:EMG1(author assigned name)|IntAct:"CCSB ORF ID: 13283"(author assigned name)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Rolland T. et al.(2014)	intact:EBI-9988654|pubmed:25416956|imex:IM-23318	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-10247494|imex:IM-23318-6818	intact-miscore:0.56
uniprotkb:Q92979	intact:EBI-10247271	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	-	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|IntAct:EMG1(author assigned name)|IntAct:"CCSB ORF ID: 13283"(author assigned name)	psi-mi:fam74_human(display_short)|psi-mi:Protein FAM74A4/A6(display_long)|uniprotkb:FAM74A2(gene name synonym)|uniprotkb:FAM74A6(gene name)|uniprotkb:FAM74A4(gene name)|IntAct:"CCSB ORF ID: 56432"(author assigned name)|IntAct:FAM74A4(author assigned name)|IntAct:"CCSB ORF ID: 53201"(author assigned name)	psi-mi:"MI:0397"(two hybrid array)	Rolland T. et al.(2014)	intact:EBI-9988654|pubmed:25416956|imex:IM-23318	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-10402888|imex:IM-23318-21191	intact-miscore:0.56
uniprotkb:Q92979	intact:EBI-10247271	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	-	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|IntAct:EMG1(author assigned name)|IntAct:"CCSB ORF ID: 13283"(author assigned name)	psi-mi:fam74_human(display_short)|psi-mi:Protein FAM74A4/A6(display_long)|uniprotkb:FAM74A2(gene name synonym)|uniprotkb:FAM74A6(gene name)|uniprotkb:FAM74A4(gene name)|IntAct:"CCSB ORF ID: 56432"(author assigned name)|IntAct:FAM74A4(author assigned name)|IntAct:"CCSB ORF ID: 53201"(author assigned name)	psi-mi:"MI:1356"(validated two hybrid)	Rolland T. et al.(2014)	intact:EBI-9988654|pubmed:25416956|imex:IM-23318	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-10564206|imex:IM-23318-36638	intact-miscore:0.56
uniprotkb:Q99PL5	uniprotkb:Q92979	uniprotkb:Q99PK6|uniprotkb:Q99PK8|uniprotkb:Q9CS20|uniprotkb:Q99PL4|uniprotkb:Q99PK9|uniprotkb:Q99PL0|intact:MINT-1867743|uniprotkb:Q99PL1|uniprotkb:Q99PL3|uniprotkb:Q99PK7|uniprotkb:Q99PK5|uniprotkb:Q99PL2|uniprotkb:A2AVJ8|intact:EBI-8361659|uniprotkb:Q99PL5	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:rrbp1_mouse(display_short)|psi-mi:Ribosome-binding protein 1(display_long)|uniprotkb:Rrbp1(gene name)|uniprotkb:Ribosome receptor protein(gene name synonym)|IntAct:RRBP1(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hein MY. et al.(2015)	intact:EBI-10888342|pride:PXD002829|pride:PXD002815|doi:10.1016/j.cell.2015.09.053|pubmed:26496610|imex:IM-24272	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-11066888|imex:IM-24272-519	intact-miscore:0.35
uniprotkb:Q6ZWV7	uniprotkb:Q92979	ensembl:ENSMUSP00000079672.6|ensembl:ENSMUSP00000099843.4|intact:EBI-2554199|uniprotkb:Q6ZWV7	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:rl35_mouse(display_short)|psi-mi:Large ribosomal subunit protein uL29(display_long)|uniprotkb:RPL35(gene name)|uniprotkb:60S ribosomal protein L35(gene name synonym)|IntAct:RPL35(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hein MY. et al.(2015)	intact:EBI-10888342|pride:PXD002829|pride:PXD002815|doi:10.1016/j.cell.2015.09.053|pubmed:26496610|imex:IM-24272	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-10997876|imex:IM-24272-36	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:P60010	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:P02579|uniprotkb:Q9P3X6|uniprotkb:Q9P3X7|uniprotkb:D6VTJ1|intact:EBI-2169|uniprotkb:P60010	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:act_yeast(display_short)|psi-mi:Actin(display_long)|uniprotkb:ACT1(gene name)|uniprotkb:YFL039C(locus name)|uniprotkb:END7(gene name synonym)|uniprotkb:ABY1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ho Y. et al.(2002)	pubmed:11805837|doi:10.1038/415180a|intact:EBI-16263388|imex:IM-8299	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-16290859|dip:DIP-91531E|imex:IM-8299-592	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:P16862	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D6W030|intact:EBI-9435|uniprotkb:P16862	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:pfka2_yeast(display_short)|psi-mi:ATP-dependent 6-phosphofructokinase subunit beta(display_long)|uniprotkb:YMR205C(locus name)|uniprotkb:YM8325.06C(orf name)|uniprotkb:Phosphohexokinase(gene name synonym)|uniprotkb:ATP-dependent 6-phosphofructokinase(gene name synonym)|uniprotkb:PFK2(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ho Y. et al.(2002)	pubmed:11805837|doi:10.1038/415180a|intact:EBI-16263388|imex:IM-8299	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-16290894|dip:DIP-91532E|imex:IM-8299-593	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:P0CS90	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D6VWL6|uniprotkb:P12398|intact:EBI-8637|uniprotkb:P0CS90	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:hsp77_yeast(display_short)|psi-mi:Import motor subunit, mitochondrial(display_long)|uniprotkb:ssc1(gene name)|uniprotkb:Endonuclease SceI 75 kDa subunit(gene name synonym)|uniprotkb:mtHSP70(gene name synonym)|uniprotkb:J1639(orf name)|uniprotkb:YJR045C(locus name)|uniprotkb:ENS1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ho Y. et al.(2002)	pubmed:11805837|doi:10.1038/415180a|intact:EBI-16263388|imex:IM-8299	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-16290894|dip:DIP-91532E|imex:IM-8299-593	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:P02557	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D6VTJ3|intact:EBI-18986|uniprotkb:P02557	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:tbb_yeast(display_short)|psi-mi:Tubulin beta chain(display_long)|uniprotkb:YFL037W(locus name)|uniprotkb:Beta-tubulin(gene name synonym)|uniprotkb:TUB2(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ho Y. et al.(2002)	pubmed:11805837|doi:10.1038/415180a|intact:EBI-16263388|imex:IM-8299	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-16290894|dip:DIP-91532E|imex:IM-8299-593	intact-miscore:0.35
uniprotkb:P14404	uniprotkb:Q92979	uniprotkb:G3UWT0|uniprotkb:Q9Z1L8|intact:EBI-1994523|uniprotkb:P14404	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:mecom_mouse(display_short)|psi-mi:Histone-lysine N-methyltransferase MECOM(display_long)|uniprotkb:MECOM(gene name)|uniprotkb:PRDM3(gene name synonym)|uniprotkb:MDS1 and EVI1 complex locus protein(gene name synonym)|uniprotkb:Ecotropic virus integration site 1 protein(gene name synonym)|uniprotkb:EVI1(gene name synonym)|uniprotkb:Myelodysplasia syndrome 1 protein homolog(gene name synonym)|uniprotkb:MDS1(gene name synonym)|MINT:PRDM3dPR(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|MINT:EMG1(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ivanochko D. et al.(2018)	intact:EBI-20976136|doi:10.1093/nar/gky1192|pubmed:30462309|imex:IM-26659	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-21026252|imex:IM-26659-22	intact-miscore:0.35
uniprotkb:P14404	uniprotkb:Q92979	uniprotkb:G3UWT0|uniprotkb:Q9Z1L8|intact:EBI-1994523|uniprotkb:P14404	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:mecom_mouse(display_short)|psi-mi:Histone-lysine N-methyltransferase MECOM(display_long)|uniprotkb:MECOM(gene name)|uniprotkb:PRDM3(gene name synonym)|uniprotkb:MDS1 and EVI1 complex locus protein(gene name synonym)|uniprotkb:Ecotropic virus integration site 1 protein(gene name synonym)|uniprotkb:EVI1(gene name synonym)|uniprotkb:Myelodysplasia syndrome 1 protein homolog(gene name synonym)|uniprotkb:MDS1(gene name synonym)|MINT:PRDM3FL(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|MINT:EMG1(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ivanochko D. et al.(2018)	intact:EBI-20976136|doi:10.1093/nar/gky1192|pubmed:30462309|imex:IM-26659	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-21028244|imex:IM-26659-24	intact-miscore:0.35
uniprotkb:A2A935	uniprotkb:Q92979	uniprotkb:Q69ZD6|uniprotkb:Q6PB79|uniprotkb:Q7TPF4|ensembl:ENSMUSP00000030902.7|intact:EBI-6268248|uniprotkb:A2A935	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:prd16_mouse(display_short)|psi-mi:Histone-lysine N-methyltransferase PRDM16(display_long)|uniprotkb:Prdm16(gene name)|uniprotkb:Transcription factor MEL1(gene name synonym)|uniprotkb:PR domain-containing protein 16(gene name synonym)|uniprotkb:Mel1(gene name synonym)|uniprotkb:Kiaa1675(gene name synonym)|uniprotkb:PR domain zinc finger protein 16(gene name synonym)|MINT:PRDM16FL(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|MINT:EMG1(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ivanochko D. et al.(2018)	intact:EBI-20976136|doi:10.1093/nar/gky1192|pubmed:30462309|imex:IM-26659	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-21024514|imex:IM-26659-20	intact-miscore:0.35
uniprotkb:A2A935	uniprotkb:Q92979	uniprotkb:Q69ZD6|uniprotkb:Q6PB79|uniprotkb:Q7TPF4|ensembl:ENSMUSP00000030902.7|intact:EBI-6268248|uniprotkb:A2A935	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:prd16_mouse(display_short)|psi-mi:Histone-lysine N-methyltransferase PRDM16(display_long)|uniprotkb:Prdm16(gene name)|uniprotkb:Transcription factor MEL1(gene name synonym)|uniprotkb:PR domain-containing protein 16(gene name synonym)|uniprotkb:Mel1(gene name synonym)|uniprotkb:Kiaa1675(gene name synonym)|uniprotkb:PR domain zinc finger protein 16(gene name synonym)|MINT:PRDM16dPR(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|MINT:EMG1(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ivanochko D. et al.(2018)	intact:EBI-20976136|doi:10.1093/nar/gky1192|pubmed:30462309|imex:IM-26659	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-21022882|imex:IM-26659-18	intact-miscore:0.35
uniprotkb:P11484	uniprotkb:Q06287	uniprotkb:Q05834|uniprotkb:D6VRC7|intact:EBI-29890|uniprotkb:E9P9V5|intact:EBI-8627|uniprotkb:P11484	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:ssb1_yeast(display_short)|psi-mi:Ribosome-associated molecular chaperone SSB1(display_long)|uniprotkb:SSB1(gene name)|uniprotkb:Hsp70 chaperone Ssb(gene name synonym)|uniprotkb:Heat shock protein SSB1(gene name synonym)|uniprotkb:YDL229W(locus name)|uniprotkb:YG101(gene name synonym)|uniprotkb:Cold-inducible protein YG101(gene name synonym)|IntAct:SSB1(author assigned name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)|IntAct:EMG1(author assigned name)	psi-mi:"MI:0676"(tandem affinity purification)	Gong Y. et al.(2009)	intact:EBI-3651142|pubmed:19536198	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-3779339	intact-miscore:0.35
uniprotkb:Q92979	uniprotkb:Q9BVI4	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	uniprotkb:Q8N2S5|uniprotkb:Q96I14|ensembl:ENSP00000328854.1|ensembl:ENSP00000500901.1|intact:EBI-395927|uniprotkb:Q9BVI4	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:noc4l_human(display_short)|psi-mi:Nucleolar complex protein 4 homolog(display_long)|uniprotkb:NOC4L(gene name)|uniprotkb:Nucleolar complex-associated protein 4-like protein(gene name synonym)|uniprotkb:NOC4-like protein(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Cho NH. et al.(2022)	intact:EBI-52315730|pubmed:35271311|imex:IM-30001	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52329810|imex:IM-30001-753	intact-miscore:0.35
uniprotkb:Q08162	uniprotkb:Q06287	uniprotkb:D6W244|intact:EBI-1740|uniprotkb:Q08162	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:rrp44_yeast(display_short)|psi-mi:Exosome complex exonuclease DIS3(display_long)|uniprotkb:DIS3(gene name)|uniprotkb:YOL021C(locus name)|uniprotkb:O2197(orf name)|uniprotkb:RRP44(gene name synonym)|uniprotkb:Chromosome disjunction protein 3(gene name synonym)|uniprotkb:Ribosomal RNA-processing protein 44(gene name synonym)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Albert Fradera-Sola et al.(2023)	intact:EBI-38257905|pubmed:37070168|imex:IM-29638	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-40241446|imex:IM-29638-63	intact-miscore:0.53
